student_id,age,gender,gpa,family_income,target_track,target_strand,created_at,assessment_mathematics,assessment_science,assessment_communication,assessment_critical_thinking,assessment_problem_solving,assessment_creativity,assessment_leadership,assessment_technical_knowledge,assessment_research,assessment_analysis,assessment_writing,assessment_practical_skills,assessment_analytical_thinking,assessment_business_acumen,assessment_empathy,assessment_adaptability,assessment_flexibility,assessment_programming,assessment_logical_thinking,assessment_technical_skills,assessment_hands_on,assessment_craftsmanship,assessment_mechanical_aptitude,assessment_attention_to_detail,assessment_organization,assessment_care_giving,assessment_environmental_awareness,assessment_patience,assessment_physical_stamina,assessment_observation,interests,hobbies,work_preferences
STU_94896,15,Other,3.1,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-12-10 19:31:55.895788,79.7,86.5,45.5,52.7,71.7,77.3,62.4,60.5,64.7,55.3,47.2,60.8,56.0,65.2,35.5,62.8,49.7,83.5,91.1,76.4,78.0,33.9,83.2,78.6,46.7,46.8,37.6,73.8,55.0,53.9,"software,nutrition,building,psychology,manufacturing,web_development,economics,computers,finance","learning_new_things,exploring,tech_projects,computer_building,gaming,debating,science_experiments","adaptable,innovative,research_oriented,competitive,hands_on,diverse,leadership,creative,goal_oriented,technical,independent,service_oriented"
STU_40549,18,Male,3.29,High,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-03-05 19:31:55.895831,87.2,45.4,60.4,63.2,78.0,51.0,54.5,68.5,54.8,84.4,48.3,71.3,33.7,48.3,47.8,43.4,64.3,80.9,59.2,100.0,62.6,60.0,79.7,74.8,55.5,30.7,68.5,45.6,78.6,48.4,"digital_media,software,social_issues,psychology,experimentation,web_development,computers,networking,interior_design","farming,tech_projects,sewing,computer_building,writing,gaming,coding,networking,app_development,science_experiments","environmental,physical,practical,analytical,helping_others,technical,detail_oriented,independent,sustainable"
STU_99798,17,Other,3.84,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-12-27 19:31:55.895872,39.9,41.1,58.4,57.0,77.2,90.8,69.1,60.2,18.6,72.4,100.0,57.2,47.8,62.4,38.5,66.9,82.5,75.3,75.6,81.2,52.5,37.3,54.2,51.2,80.5,77.3,81.0,72.0,63.1,46.9,"digital_media,software,family_care,web_development,mechanics,construction,nature,exploration,computers,food_production,networking,history","learning_new_things,computer_building,gaming,decorating,coding,app_development","environmental,adaptable,innovative,collaborative,helping_others,goal_oriented,challenging,technical,independent"
STU_74224,18,Female,3.18,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-08-21 19:31:55.895915,65.2,41.3,46.3,41.0,61.5,65.8,41.4,48.7,60.6,57.2,49.3,82.8,37.1,37.7,66.9,50.6,50.0,71.2,85.4,84.3,61.8,51.3,48.7,57.6,74.5,83.5,76.7,67.6,74.7,42.3,"flexibility,digital_media,software,building,diverse_fields,learning,web_development,computers,food_production,finance,networking","learning_new_things,tech_projects,computer_building,crafting,gaming,outdoor_activities,decorating,metalworking,woodworking,coding,app_development,baking,reading","exploratory,competitive,analytical,physical_work,goal_oriented,technical,outdoor_work,independent,sustainable"
STU_63388,17,Female,3.41,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-12-06 19:31:55.895958,67.9,58.2,65.1,74.7,90.2,43.6,60.2,46.2,48.3,34.3,62.0,33.2,65.9,80.4,68.0,60.8,83.0,85.3,73.4,83.3,89.4,43.6,39.3,69.2,56.6,52.0,41.1,30.7,38.2,84.2,"flexibility,digital_media,software,sustainability,social_issues,psychology,family_care,web_development,agriculture,computers,networking","tech_projects,sewing,computer_building,decorating,coding,app_development,baking","exploratory,environmental,innovative,hands_on,physical_work,creative,technical,detail_oriented,independent"
STU_45143,17,Female,3.43,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-03-02 19:31:55.896000,30.6,77.8,78.5,78.4,77.8,56.0,62.1,81.0,51.7,48.7,70.4,78.1,59.2,70.1,61.7,56.2,47.6,70.5,75.9,72.2,64.3,78.3,63.1,46.2,72.8,64.5,67.4,52.2,77.0,76.9,"digital_media,software,learning,web_development,economics,politics,computers,networking","exploring,computer_building,math_puzzles,planning,metalworking,coding,app_development,science_experiments,reading","exploratory,innovative,competitive,hands_on,collaborative,physical_work,creative,outdoor_work,detail_oriented,independent,service_oriented,sustainable"
STU_23408,17,Female,3.48,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-04-19 19:31:55.896048,70.8,76.5,53.0,58.8,82.8,43.5,66.6,75.3,57.8,65.1,81.0,53.9,65.4,51.5,51.0,65.1,63.6,87.6,82.8,86.7,85.0,75.9,65.1,67.6,55.5,57.6,67.4,61.3,71.9,79.0,"flexibility,digital_media,software,environment,manufacturing,web_development,technology,networking","exploring,farming,tech_projects,computer_building,writing,gaming,outdoor_activities,coding,app_development,baking,reading","adaptable,innovative,competitive,leadership,goal_oriented,technical,detail_oriented,independent,service_oriented"
STU_59350,18,Other,3.42,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-06-08 19:31:55.896091,29.9,90.5,50.2,62.9,89.3,81.1,87.1,54.5,77.8,63.0,100.0,76.5,57.3,48.1,20.6,70.1,75.1,89.5,58.5,69.4,67.2,86.8,59.2,76.4,44.5,63.1,55.9,77.8,51.9,85.2,"variety,entrepreneurship,digital_media,software,manufacturing,experimentation,web_development,fashion,politics,nature,computers,networking,history","exploring,farming,fishing,tech_projects,math_puzzles,planning,coding","physical_work,technical,detail_oriented"
STU_99761,16,Other,3.17,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-12-18 19:31:55.896133,44.0,44.5,50.7,65.6,75.9,47.7,73.3,11.8,53.6,40.0,47.0,63.7,56.9,55.6,77.8,59.8,87.1,89.1,72.3,100.0,64.2,88.1,56.0,64.1,66.5,57.5,79.1,89.0,25.6,72.2,"flexibility,business,web_development,construction,computers,food_production,networking","gardening,fishing,tech_projects,sewing,gaming,decorating,coding,app_development,science_experiments","adaptable,flexible,innovative,physical,diverse,technical,outdoor_work,detail_oriented,independent"
STU_85519,18,Male,3.25,High,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-02-04 19:31:55.896175,21.1,67.8,67.8,70.2,85.7,73.1,51.0,64.0,70.5,80.3,60.7,56.8,59.2,42.1,71.5,38.1,65.9,82.8,66.5,67.1,47.2,54.8,82.2,58.3,68.2,79.0,76.1,59.9,49.4,67.5,"digital_media,software,innovation,building,psychology,manufacturing,experimentation,web_development,analysis,nature,computers","farming,fishing,reading_business,coding,traveling,cultural_activities","exploratory,innovative,competitive,practical,skill_based,technical,detail_oriented,independent"
STU_58738,15,Male,3.2,Middle,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-07-09 19:31:55.896219,87.2,73.0,63.1,67.7,83.8,54.5,67.5,56.4,89.1,49.6,67.6,48.3,48.1,33.2,66.2,52.0,76.3,86.1,83.5,67.9,68.8,50.1,38.5,66.5,41.1,28.6,79.5,51.6,33.8,45.6,"variety,entrepreneurship,digital_media,engineering,software,management,mechanics,computers,networking","exploring,farming,tech_projects,various_activities,sewing,computer_building,volunteering,crafting,planning,coding,app_development,traveling,reading","exploratory,environmental,adaptable,innovative,research_oriented,skill_based,creative,meaningful_work,technical,independent"
STU_24060,17,Male,3.49,High,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-10-22 19:31:55.896260,77.2,35.1,39.9,74.7,77.5,63.4,52.6,90.3,40.7,64.2,82.5,54.4,48.7,71.5,75.1,48.0,81.9,82.5,87.1,96.9,71.5,60.0,49.9,100.0,48.2,64.8,67.6,68.4,91.9,60.7,"digital_media,software,web_development,fashion,mechanics,finance,networking","building,computer_building,math_puzzles,crafting,coding,app_development,baking,reading","exploratory,innovative,hands_on,leadership,meaningful_work,technical,detail_oriented,independent"
STU_77628,17,Other,3.57,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-06-05 19:31:55.896303,83.3,58.0,73.1,62.9,91.2,70.9,54.0,32.3,34.9,32.4,58.6,24.7,57.6,62.0,72.8,67.6,73.5,86.1,78.8,80.9,47.2,63.4,36.2,76.0,45.7,62.3,64.8,77.4,34.8,55.1,"digital_media,software,innovation,cooking,web_development,fashion,mechanics,technology,networking","learning_new_things,exploring,tech_projects,computer_building,investing,gaming,outdoor_activities,reading_business,decorating,coding,app_development,animal_care,cultural_activities","innovative,competitive,analytical,skill_based,collaborative,leadership,technical,outdoor_work,detail_oriented,independent,sustainable"
STU_34613,15,Female,3.03,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2024-12-12 19:31:55.896345,86.3,59.4,51.1,90.4,90.0,80.6,41.9,67.8,43.8,40.4,68.7,69.8,52.8,81.5,54.5,56.0,59.5,79.6,94.8,71.6,48.7,42.1,88.3,55.1,48.5,55.7,72.7,70.0,51.4,54.0,"variety,digital_media,software,sustainability,diverse_fields,manufacturing,web_development,fashion,agriculture,finance,networking","farming,math_puzzles,crafting,outdoor_activities,reading_business,decorating,coding,app_development,traveling,reading","environmental,analytical,helping_others,goal_oriented,challenging,technical,detail_oriented,independent,service_oriented"
STU_23103,16,Other,3.49,Low,Technical-Vocational (TechPro),Information and Communication Technology (ICT),2025-07-14 19:31:55.896394,62.1,79.2,51.3,69.5,76.2,43.6,70.2,95.2,68.2,53.8,54.8,88.6,64.6,48.5,59.1,63.2,67.0,97.1,94.8,84.0,59.4,65.9,50.9,74.7,56.9,67.4,85.7,68.3,63.5,52.2,"digital_media,software,nutrition,building,mechanics,agriculture,computers,technology,research,interior_design","exploring,tech_projects,volunteering,investing,gaming,repair_work,networking,app_development,debating,science_experiments,reading","flexible,physical,diverse,helping_others,creative,goal_oriented,meaningful_work,challenging,technical,detail_oriented,independent"
STU_94321,15,Other,3.66,Middle,Technical-Vocational (TechPro),Industrial Arts (IA),2024-12-31 19:31:55.896445,43.0,68.0,28.0,74.5,71.0,61.5,52.0,81.8,33.4,72.4,57.5,97.2,65.9,63.5,66.0,45.4,53.2,62.0,55.5,51.4,79.2,82.4,100.0,55.1,49.8,57.7,82.5,83.6,89.2,60.9,"engineering,nutrition,building,family_care,manufacturing,mechanics,construction","building,sewing,robotics,writing,planning,metalworking,woodworking,repair_work,traveling,animal_care","flexible,innovative,practical,physical_work,meaningful_work,service_oriented,sustainable"
STU_19002,15,Male,3.17,Low,Technical-Vocational (TechPro),Industrial Arts (IA),2024-10-31 19:31:55.896489,44.2,54.7,43.3,67.1,60.6,63.4,47.3,90.5,23.9,56.2,58.4,61.8,65.8,57.4,68.4,90.0,64.9,74.6,80.7,67.4,73.3,65.6,85.7,54.0,79.3,52.9,59.8,42.6,54.8,45.9,"business,nutrition,building,social_issues,psychology,manufacturing,mechanics,construction","exploring,various_activities,crafting,outdoor_activities,woodworking,repair_work,traveling,debating,science_experiments","physical,practical,skill_based,outdoor_work,independent,sustainable"
STU_94543,18,Other,3.12,Low,Technical-Vocational (TechPro),Industrial Arts (IA),2025-02-21 19:31:55.896533,59.2,50.9,99.4,72.5,76.3,58.3,61.6,77.7,99.4,58.4,50.9,74.5,65.0,81.3,76.3,48.7,48.3,78.7,91.5,57.8,94.1,67.3,73.6,44.9,66.2,57.3,63.6,78.3,50.2,61.4,"engineering,software,sustainability,innovation,building,management,social_issues,psychology,manufacturing,mechanics,construction,nature,food_production","learning_new_things,building,various_activities,crafting,planning,decorating,repair_work,networking,traveling,science_experiments","caring,flexible,competitive,practical,skill_based,hands_on,physical_work,sustainable"
STU_29754,16,Other,3.71,Low,Technical-Vocational (TechPro),Industrial Arts (IA),2024-12-26 19:31:55.896576,77.5,76.4,65.4,61.8,52.4,39.1,64.6,89.6,90.3,54.1,64.1,93.1,77.2,50.7,55.8,52.1,46.5,82.1,60.9,58.9,84.5,82.5,79.8,48.6,83.5,51.4,46.0,58.8,92.4,47.7,"engineering,building,manufacturing,fashion,politics,mechanics,computers","cooking,building,sewing,volunteering,crafting,outdoor_activities,decorating,metalworking,woodworking,debating","environmental,flexible,physical,practical,skill_based,hands_on,physical_work,service_oriented,sustainable"
STU_42859,17,Female,3.19,Low,Technical-Vocational (TechPro),Industrial Arts (IA),2025-03-31 19:31:55.896619,56.3,63.7,73.8,34.2,46.6,73.6,61.5,84.1,70.7,46.7,75.8,90.2,63.6,67.0,77.5,51.1,69.9,86.2,69.6,56.7,100.0,84.3,96.0,53.7,76.0,51.8,64.9,50.9,88.5,56.7,"innovation,building,analysis,economics,mechanics,construction,food_production","farming,building,sewing,investing,crafting,metalworking,woodworking,repair_work,app_development","innovative,hands_on,physical_work,creative,meaningful_work,challenging,outdoor_work,detail_oriented,independent,service_oriented,sustainable"
STU_85194,18,Female,3.22,High,Technical-Vocational (TechPro),Industrial Arts (IA),2025-08-26 19:31:55.896662,61.4,68.1,59.6,47.8,75.6,78.9,35.3,73.2,57.6,52.0,67.9,100.0,54.3,83.7,38.0,66.8,51.1,67.2,33.6,40.7,86.8,75.7,78.8,87.5,62.1,73.5,48.6,39.9,58.8,37.6,"engineering,business,innovation,building,manufacturing,experimentation,economics,politics,mechanics,construction,computers,interior_design","learning_new_things,farming,fishing,building,computer_building,crafting,outdoor_activities,metalworking,woodworking,coding,traveling,science_experiments","environmental,practical,skill_based,hands_on,collaborative,physical_work,goal_oriented,sustainable"
STU_53672,15,Other,3.17,Middle,Technical-Vocational (TechPro),Industrial Arts (IA),2024-12-05 19:31:55.896704,63.6,58.3,65.0,69.0,42.1,45.9,27.3,78.3,71.1,82.4,62.9,95.7,65.8,61.6,50.8,24.2,78.3,59.2,80.8,45.8,100.0,79.5,75.1,56.8,62.6,59.0,52.3,32.9,47.9,76.1,"engineering,business,sustainability,building,social_issues,manufacturing,mechanics,construction","crafting,outdoor_activities,repair_work","exploratory,flexible,innovative,practical,skill_based,hands_on,physical_work,leadership,goal_oriented,outdoor_work"
STU_77353,15,Male,3.67,Middle,Technical-Vocational (TechPro),Industrial Arts (IA),2024-11-06 19:31:55.896749,34.2,44.2,58.7,48.6,55.8,48.0,75.1,86.9,93.3,54.3,55.7,93.8,65.9,45.9,68.3,65.9,33.1,50.2,62.9,81.7,89.0,76.4,74.9,72.0,23.6,47.9,81.1,64.5,48.6,42.0,"entrepreneurship,digital_media,engineering,innovation,family_care,manufacturing,fashion,mechanics,food_production","fishing,building,math_puzzles,crafting,writing,metalworking,repair_work,animal_care,debating","flexible,innovative,research_oriented,practical,skill_based,hands_on,diverse,helping_others,physical_work,creative,outdoor_work,service_oriented,sustainable"
STU_11454,15,Male,3.16,High,Technical-Vocational (TechPro),Industrial Arts (IA),2025-02-25 19:31:55.896795,61.2,56.7,65.6,62.5,61.3,40.1,44.6,89.5,68.4,65.7,51.2,89.7,54.4,79.5,48.8,52.1,57.7,72.7,59.5,60.6,78.1,84.7,81.3,48.2,61.9,62.3,95.2,50.8,47.4,64.2,"flexibility,engineering,building,diverse_fields,learning,manufacturing,web_development,economics,mechanics,construction","learning_new_things,building,volunteering,decorating,metalworking,woodworking,repair_work,baking,reading","caring,flexible,research_oriented,skill_based,hands_on,collaborative,physical_work,meaningful_work,detail_oriented,independent,service_oriented"
STU_77881,17,Male,3.77,Low,Technical-Vocational (TechPro),Industrial Arts (IA),2025-05-19 19:31:55.896852,43.9,38.4,48.4,48.8,40.8,56.2,24.5,86.9,51.6,53.9,68.8,85.7,50.6,66.8,83.2,44.8,71.3,43.3,77.6,49.3,74.5,93.5,89.2,49.8,61.9,49.4,36.1,62.8,54.7,45.8,"engineering,nutrition,building,learning,manufacturing,web_development,construction,nature,technology,finance,networking","exploring,tech_projects,various_activities,robotics,crafting,metalworking,repair_work,science_experiments,cultural_activities","practical,analytical,hands_on,physical_work,independent,sustainable"
STU_79040,17,Male,3.62,Middle,Technical-Vocational (TechPro),Industrial Arts (IA),2025-02-11 19:31:55.896899,46.3,62.2,76.2,56.2,49.0,64.5,66.8,90.8,88.1,53.1,62.9,69.3,70.0,62.8,57.3,50.7,54.8,63.5,45.5,55.4,82.2,66.6,71.5,50.1,83.5,47.5,59.2,44.4,48.4,38.4,"digital_media,engineering,building,learning,mechanics,food_production,history","gardening,farming,cooking,building,sewing,computer_building,investing,crafting,planning,decorating,woodworking,repair_work,traveling","adaptable,practical,skill_based,hands_on,collaborative,physical_work,meaningful_work,challenging,independent,service_oriented"
STU_67219,18,Female,3.86,Low,Technical-Vocational (TechPro),Industrial Arts (IA),2024-09-24 19:31:55.896945,40.1,73.6,67.0,58.9,74.1,100.0,67.2,70.8,82.3,62.8,91.7,76.9,79.2,60.0,99.9,55.8,100.0,66.6,72.7,85.5,74.1,91.7,79.1,62.3,61.2,68.6,68.0,51.4,61.9,25.0,"business,building,environment,manufacturing,mechanics,construction,nature","gardening,building,various_activities,computer_building,woodworking,repair_work,baking,science_experiments","exploratory,environmental,research_oriented,practical,skill_based,physical_work,creative,meaningful_work,outdoor_work,service_oriented"
STU_20903,18,Female,3.68,Low,Technical-Vocational (TechPro),Industrial Arts (IA),2025-07-24 19:31:55.896992,85.4,62.9,35.9,71.1,48.5,62.7,70.3,87.5,76.2,62.2,62.6,89.4,58.9,49.7,66.8,43.1,58.8,39.3,51.7,52.3,72.2,93.0,92.2,79.7,57.2,53.5,72.1,61.9,61.9,21.8,"engineering,sustainability,manufacturing,experimentation,web_development,mechanics,construction,food_production,networking","tech_projects,math_puzzles,investing,crafting,outdoor_activities,metalworking,woodworking,repair_work,baking,animal_care","physical,practical,analytical,skill_based,hands_on,leadership,creative,challenging,service_oriented"
STU_92290,15,Male,3.02,Low,Technical-Vocational (TechPro),Industrial Arts (IA),2025-05-29 19:31:55.897037,69.4,59.9,72.2,69.0,49.5,56.7,44.9,96.6,74.7,47.8,69.3,84.8,49.7,61.9,72.9,74.1,95.0,61.4,56.4,68.4,80.2,76.2,72.7,8.6,71.0,35.4,46.8,64.4,55.2,92.2,"variety,building,environment,experimentation,web_development,fashion,mechanics,construction,technology","learning_new_things,building,crafting,woodworking,repair_work","environmental,innovative,practical,hands_on,physical_work,leadership,challenging,service_oriented"
